Substantiv,bojning,Singular obestämd,Singular obestämd genitiv,Singular bestämd,Singular bestämd genitiv,Plural obestämd,Plural obestämd genitiv,Plural bestämd,Plural bestämd genitiv,Articles,Obestämd Initial Två Bokstäver,Bestämd Initial Två Bokstäver,Obestämd Initial Tre Bokstäver,Bestämd Initial Tre Bokstäver,Obestämd Slutlig Två Bokstäver,Bestämd Slutlig Två Bokstäver,Obestämd Slutlig Tre Bokstäver,Bestämd Slutlig Tre Bokstäver,Obestämd Vokalratio,Bestämd Vokalratio,Obestämd Ord Längd,Bestämd Ord Längd
folder,~n foldrar ,folder,folders,foldern,folderns,foldrar,foldrars,foldrarna,foldrarnas,en,fo,fo,fol,fol,er,rn,der,ern,0.3333333333333333,0.2857142857142857,6,7
dagsläge,~t ,dagsläge,dagsläges,dagsläget,dagslägets,NOP,NOP,NOP,NOP,ett,da,da,dag,dag,ge,et,äge,get,0.375,0.3333333333333333,8,9
ungdom,~en ~ar ,ungdom,ungdoms,ungdomen,ungdomens,ungdomar,ungdomars,ungdomarna,ungdomarnas,en,un,un,ung,ung,om,en,dom,men,0.3333333333333333,0.375,6,8
flykt,~en ~er ,flykt,flykts,flykten,flyktens,flykter,flykters,flykterna,flykternas,en,fl,fl,fly,fly,kt,en,ykt,ten,0.2,0.2857142857142857,5,7
flykt,~en ,flykt,flykts,flykten,flyktens,NOP,NOP,NOP,NOP,en,fl,fl,fly,fly,kt,en,ykt,ten,0.2,0.2857142857142857,5,7
sociolekt,~en ~er ,sociolekt,sociolekts,sociolekten,sociolektens,sociolekter,sociolekters,sociolekterna,sociolekternas,en,so,so,soc,soc,kt,en,ekt,ten,0.4444444444444444,0.45454545454545453,9,11
glosbok,~en ?böcker ,glosbok,glosboks,glosboken,glosbokens,glosböcker,glosböckers,glosböckerna,glosböckernas,en,gl,gl,glo,glo,ok,en,bok,ken,0.2857142857142857,0.3333333333333333,7,9
bemötande,~t ~n ,bemötande,bemötandes,bemötandet,bemötandets,bemötanden,bemötandens,bemötandena,bemötandenas,ett,be,be,bem,bem,de,et,nde,det,0.4444444444444444,0.4,9,10
trend,~en ~er ,trend,trends,trenden,trendens,trender,trenders,trenderna,trendernas,en,tr,tr,tre,tre,nd,en,end,den,0.2,0.2857142857142857,5,7
attribut,~et; pl. ~ ,attribut,attributs,attributet,attributets,attribut,attributs,attributen,attributens,ett,at,at,att,att,ut,et,but,tet,0.375,0.4,8,10
inlägg,~et; pl. ~ ,inlägg,inläggs,inlägget,inläggets,inlägg,inläggs,inläggen,inläggens,ett,in,in,inl,inl,gg,et,ägg,get,0.3333333333333333,0.375,6,8
nyord,~et; pl. ~ ,nyord,nyords,nyordet,nyordets,nyord,nyords,nyorden,nyordens,ett,ny,ny,nyo,nyo,rd,et,ord,det,0.4,0.42857142857142855,5,7
skall,~et; pl. ~ ,skall,skalls,skallet,skallets,skall,skalls,skallen,skallens,ett,sk,sk,ska,ska,ll,et,all,let,0.2,0.2857142857142857,5,7
substantiv,~et; pl. ~ ,substantiv,substantivs,substantivet,substantivets,substantiv,substantivs,substantiven,substantivens,ett,su,su,sub,sub,iv,et,tiv,vet,0.3,0.3333333333333333,10,12
dator,~n ~er [?o´r?] ,dator,dators,datorn,datorns,datorer,datorers,datorerna,datorernas,en,da,da,dat,dat,or,rn,tor,orn,0.4,0.3333333333333333,5,6
protokoll,~et; pl. ~ ,protokoll,protokolls,protokollet,protokollets,protokoll,protokolls,protokollen,protokollens,ett,pr,pr,pro,pro,ll,et,oll,let,0.3333333333333333,0.36363636363636365,9,11
fråga,~n frågor ,fråga,frågas,frågan,frågans,frågor,frågors,frågorna,frågornas,en,fr,fr,frå,frå,ga,an,åga,gan,0.4,0.3333333333333333,5,6
subsumt·ion,~en ~er ,subsumtion,subsumtions,subsumtionen,subsumtionens,subsumtioner,subsumtioners,subsumtionerna,subsumtionernas,en,su,su,sub,sub,on,en,ion,nen,0.4,0.4166666666666667,10,12
påsvante,~n ?vantar ,påsvante,påsvantes,påsvanten,påsvantens,påsvantar,påsvantars,påsvantarna,påsvantarnas,en,på,på,pås,pås,te,en,nte,ten,0.375,0.3333333333333333,8,9
ishockey,~n ,ishockey,ishockeys,ishockeyn,ishockeyns,NOP,NOP,NOP,NOP,en,is,is,ish,ish,ey,yn,key,eyn,0.5,0.4444444444444444,8,9
men·ing,~en ~ar ,mening,menings,meningen,meningens,meningar,meningars,meningarna,meningarnas,en,me,me,men,men,ng,en,ing,gen,0.3333333333333333,0.375,6,8
à-pris,~et ~er ,à-pris,à-pris,à-priset,à-prisets,à-priser,à-prisers,à-priserna,à-prisernas,ett,à-,à-,à-p,à-p,is,et,ris,set,0.16666666666666666,0.25,6,8
grenklyka,~n ?klykor ,grenklyka,grenklykas,grenklykan,grenklykans,grenklykor,grenklykors,grenklykorna,grenklykornas,en,gr,gr,gre,gre,ka,an,yka,kan,0.3333333333333333,0.3,9,10
genre,~n ~r [?a?´rer] ,genre,genres,genren,genrens,genrer,genrers,genrerna,genrernas,en,ge,ge,gen,gen,re,en,nre,ren,0.4,0.3333333333333333,5,6
agenda,~n agendor ,agenda,agendas,agendan,agendans,agendor,agendors,agendorna,agendornas,en,ag,ag,age,age,da,an,nda,dan,0.5,0.42857142857142855,6,7
q,q:et; pl. q:n el. q,q,q:s,q:et,q:ets,q:n (q),q:ns (q:s),q:na,q:nas,ett,q,q:,q,q:e,q,et,q,:et,0.0,0.25,1,4
registrator,~n ~er [?o´r?] ,registrator,registrators,registratorn,registratorns,registratorer,registratorers,registratorerna,registratorernas,en,re,re,reg,reg,or,rn,tor,orn,0.36363636363636365,0.3333333333333333,11,12
tillvaro,~n ,tillvaro,tillvaros,tillvaron,tillvarons,NOP,NOP,NOP,NOP,en,ti,ti,til,til,ro,on,aro,ron,0.375,0.3333333333333333,8,9
certifikat,~et; pl. ~ ,certifikat,certifikats,certifikatet,certifikatets,certifikat,certifikats,certifikaten,certifikatens,ett,ce,ce,cer,cer,at,et,kat,tet,0.4,0.4166666666666667,10,12
dag,~en el. vard. dan; pl. ~ar el. vard. dar ,dag,dags,dagen (dan),dagens (dans),dagar (dar),dagars (dars),dagarna,dagarnas,en,da,da,dag,dag,ag,an,dag,dan,0.3333333333333333,0.2727272727272727,3,11
incident,~en ~er ,incident,incidents,incidenten,incidentens,incidenter,incidenters,incidenterna,incidenternas,en,in,in,inc,inc,nt,en,ent,ten,0.375,0.4,8,10
historik,~en ~er ,historik,historiks,historiken,historikens,historiker,historikers,historikerna,historikernas,en,hi,hi,his,his,ik,en,rik,ken,0.375,0.4,8,10
lekamen,best. ~ ,lekamen,lekamens,lekamen,lekamens,NOP,NOP,NOP,NOP,en,le,le,lek,lek,en,en,men,men,0.42857142857142855,0.42857142857142855,7,7
dialekt,~en ~er ,dialekt,dialekts,dialekten,dialektens,dialekter,dialekters,dialekterna,dialekternas,en,di,di,dia,dia,kt,en,ekt,ten,0.42857142857142855,0.4444444444444444,7,9
a,a:et; pl. a:n el. a,a,a:s,a:et,a:ets,a:n (a),a:ns (a:s),a:na,a:nas,ett,a,a:,a,a:e,a,et,a,:et,1.0,0.5,1,4
verk,~et; pl. ~ ,verk,verks,verket,verkets,verk,verks,verken,verkens,ett,ve,ve,ver,ver,rk,et,erk,ket,0.25,0.3333333333333333,4,6
ombud,~et; pl. ~ ,ombud,ombuds,ombudet,ombudets,ombud,ombuds,ombuden,ombudens,ett,om,om,omb,omb,ud,et,bud,det,0.4,0.42857142857142855,5,7
svärord,~et; pl. ~ ,svärord,svärords,svärordet,svärordets,svärord,svärords,svärorden,svärordens,ett,sv,sv,svä,svä,rd,et,ord,det,0.2857142857142857,0.3333333333333333,7,9
andel,~en ~ar ,andel,andels,andelen,andelens,andelar,andelars,andelarna,andelarnas,en,an,an,and,and,el,en,del,len,0.4,0.42857142857142855,5,7
stamdjur,~et; pl. ~ ,stamdjur,stamdjurs,stamdjuret,stamdjurets,stamdjur,stamdjurs,stamdjuren,stamdjurens,ett,st,st,sta,sta,ur,et,jur,ret,0.25,0.3,8,10
hus,~et; pl. ~ ,hus,hus,huset,husets,hus,hus,husen,husens,ett,hu,hu,hus,hus,us,et,hus,set,0.3333333333333333,0.4,3,5
hemställan,best. ~ ,hemställan,hemställans,hemställan,hemställans,NOP,NOP,NOP,NOP,en,he,he,hem,hem,an,an,lan,lan,0.3,0.3,10,10
solitär,~en ~er ,solitär,solitärs,solitären,solitärens,solitärer,solitärers,solitärerna,solitärernas,en,so,so,sol,sol,är,en,tär,ren,0.42857142857142855,0.4444444444444444,7,9
dön,~et; pl. ~ ,dön,döns,dönet,dönets,dön,döns,dönen,dönens,ett,dö,dö,dön,dön,ön,et,dön,net,0.3333333333333333,0.4,3,5
sekel,seklet; pl. sekler el. ~,sekel,sekels,seklet,seklets,sekler (sekel),seklers (sekels),seklerna (seklen),seklernas (seklens),ett,se,se,sek,sek,el,et,kel,let,0.4,0.3333333333333333,5,6
lathund,~en ~ar ,lathund,lathunds,lathunden,lathundens,lathundar,lathundars,lathundarna,lathundarnas,en,la,la,lat,lat,nd,en,und,den,0.2857142857142857,0.3333333333333333,7,9
bröt,~en ~ar ,bröt,bröts,bröten,brötens,brötar,brötars,brötarna,brötarnas,en,br,br,brö,brö,öt,en,röt,ten,0.25,0.3333333333333333,4,6
stadga,~n ,stadga,stadgas,stadgan,stadgans,NOP,NOP,NOP,NOP,en,st,st,sta,sta,ga,an,dga,gan,0.3333333333333333,0.2857142857142857,6,7
stadga,~n stadgor ,stadga,stadgas,stadgan,stadgans,stadgor,stadgors,stadgorna,stadgornas,en,st,st,sta,sta,ga,an,dga,gan,0.3333333333333333,0.2857142857142857,6,7
själv,~et ,själv,självs,självet,självets,NOP,NOP,NOP,NOP,ett,sj,sj,sjä,sjä,lv,et,älv,vet,0.2,0.2857142857142857,5,7
semester,~n semestrar ,semester,semesters,semestern,semesterns,semestrar,semestrars,semestrarna,semestrarnas,en,se,se,sem,sem,er,rn,ter,ern,0.375,0.3333333333333333,8,9
sko,~n ~r ,sko,skos,skon,skons,skor,skors,skorna,skornas,en,sk,sk,sko,sko,ko,on,sko,kon,0.3333333333333333,0.25,3,4
strateg,~en ~er ,strateg,strategs,strategen,strategens,strateger,strategers,strategerna,strategernas,en,st,st,str,str,eg,en,teg,gen,0.2857142857142857,0.3333333333333333,7,9
kompetens,~en ~er ,kompetens,kompetens,kompetensen,kompetensens,kompetenser,kompetensers,kompetenserna,kompetensernas,en,ko,ko,kom,kom,ns,en,ens,sen,0.3333333333333333,0.36363636363636365,9,11
skola,~n skolor ,skola,skolas,skolan,skolans,skolor,skolors,skolorna,skolornas,en,sk,sk,sko,sko,la,an,ola,lan,0.4,0.3333333333333333,5,6
konjunkt·ion,~en ~er ,konjunktion,konjunktions,konjunktionen,konjunktionens,konjunktioner,konjunktioners,konjunktionerna,konjunktionernas,en,ko,ko,kon,kon,on,en,ion,nen,0.36363636363636365,0.38461538461538464,11,13
motiv,~et; pl. ~ ,motiv,motivs,motivet,motivets,motiv,motivs,motiven,motivens,ett,mo,mo,mot,mot,iv,et,tiv,vet,0.4,0.42857142857142855,5,7
glad,~et; pl. ~ ,glad,glads,gladet,gladets,glad,glads,gladen,gladens,ett,gl,gl,gla,gla,ad,et,lad,det,0.25,0.3333333333333333,4,6
strand,~en stränder ,strand,strands,stranden,strandens,stränder,stränders,stränderna,strändernas,en,st,st,str,str,nd,en,and,den,0.16666666666666666,0.25,6,8
skript,~et; pl. ~ ,skript (ett script),skripts (ett scripts),skriptet (scriptet),skriptets (scriptets),skript (script),skripts (scripts),skripten (scripten),skriptens (scriptens),ett,sk,sk,skr,skr,pt,et,ipt,tet,0.15789473684210525,0.21052631578947367,19,19
omslag,~et; pl. ~ ,omslag,omslags,omslaget,omslagets,omslag,omslags,omslagen,omslagens,ett,om,om,oms,oms,ag,et,lag,get,0.3333333333333333,0.375,6,8
tilta,~n tiltor ,tilta,tiltas,tiltan,tiltans,tiltor,tiltors,tiltorna,tiltornas,en,ti,ti,til,til,ta,an,lta,tan,0.4,0.3333333333333333,5,6
sosse,~n sossar ,sosse,sosses,sossen,sossens,sossar,sossars,sossarna,sossarnas,en,so,so,sos,sos,se,en,sse,sen,0.4,0.3333333333333333,5,6
förklar·ing,~en ~ar ,förklaring,förklarings,förklaringen,förklaringens,förklaringar,förklaringars,förklaringarna,förklaringarnas,en,fö,fö,för,för,ng,en,ing,gen,0.3,0.3333333333333333,10,12
fe,~n ~er ,fe,fes,fen,fens,feer,feers,feerna,feernas,en,fe,fe,fe,fen,fe,en,fe,fen,0.5,0.3333333333333333,2,3
rättvisa,~n ?visor ,rättvisa,rättvisas,rättvisan,rättvisans,rättvisor,rättvisors,rättvisorna,rättvisornas,en,rä,rä,rät,rät,sa,an,isa,san,0.375,0.3333333333333333,8,9
samtid,~en ~er ,samtid,samtids,samtiden,samtidens,samtider,samtiders,samtiderna,samtidernas,en,sa,sa,sam,sam,id,en,tid,den,0.3333333333333333,0.375,6,8
normal,~en ~er ,normal,normals,normalen,normalens,normaler,normalers,normalerna,normalernas,en,no,no,nor,nor,al,en,mal,len,0.3333333333333333,0.375,6,8
kort,~et; pl. ~ ,kort,korts,kortet,kortets,kort,korts,korten,kortens,ett,ko,ko,kor,kor,rt,et,ort,tet,0.25,0.3333333333333333,4,6
tjänst,~en ~er ,tjänst,tjänsts,tjänsten,tjänstens,tjänster,tjänsters,tjänsterna,tjänsternas,en,tj,tj,tjä,tjä,st,en,nst,ten,0.16666666666666666,0.25,6,8
tamtam,~en ~er ,tamtam,tamtams,tamtamen,tamtamens,tamtamer,tamtamers,tamtamerna,tamtamernas,en,ta,ta,tam,tam,am,en,tam,men,0.3333333333333333,0.375,6,8
tamtam,~et ,tamtam,tamtams,tamtamet,tamtamets,NOP,NOP,NOP,NOP,ett,ta,ta,tam,tam,am,et,tam,met,0.3333333333333333,0.375,6,8
ortografi,~n ~er ,ortografi,ortografis,ortografin,ortografins,ortografier,ortografiers,ortografierna,ortografiernas,en,or,or,ort,ort,fi,in,afi,fin,0.4444444444444444,0.4,9,10
boende,~t ~n ,boende,boendes,boendet,boendets,boenden,boendens,boendena,boendenas,ett,bo,bo,boe,boe,de,et,nde,det,0.5,0.42857142857142855,6,7
rättstavningsprogram,~met; pl. ~,rättstavningsprogram,rättstavningsprograms,rättstavningsprogrammet,rättstavningsprogrammets,rättstavningsprogram,rättstavningsprograms,rättstavningsprogrammen,rättstavningsprogrammens,ett,rä,rä,rät,rät,am,et,ram,met,0.25,0.2608695652173913,20,23
oväder,ovädret; pl. ~,oväder,oväders,ovädret,ovädrets,oväder,oväders,ovädren,ovädrens,ett,ov,ov,ovä,ovä,er,et,der,ret,0.5,0.42857142857142855,6,7
elev,~en ~er ,elev,elevs,eleven,elevens,elever,elevers,eleverna,elevernas,en,el,el,ele,ele,ev,en,lev,ven,0.5,0.5,4,6
ed,~en ~er ,ed,eds,eden,edens,eder,eders,ederna,edernas,en,ed,ed,ed,ede,ed,en,ed,den,0.5,0.5,2,4
ed,~et; pl. ~ ,ed,eds,edet,edets,ed,eds,eden,edens,ett,ed,ed,ed,ede,ed,et,ed,det,0.5,0.5,2,4
syfte,~t ~n ,syfte,syftes,syftet,syftets,syften,syftens,syftena,syftenas,ett,sy,sy,syf,syf,te,et,fte,tet,0.4,0.3333333333333333,5,6
gemenskap,~en ~er ,gemenskap,gemenskaps,gemenskapen,gemenskapens,gemenskaper,gemenskapers,gemenskaperna,gemenskapernas,en,ge,ge,gem,gem,ap,en,kap,pen,0.3333333333333333,0.36363636363636365,9,11
hindersprövning,~en ~ar ,hindersprövning,hindersprövnings,hindersprövningen,hindersprövningens,hindersprövningar,hindersprövningars,hindersprövningarna,hindersprövningarnas,en,hi,hi,hin,hin,ng,en,ing,gen,0.26666666666666666,0.29411764705882354,15,17
ordbok,~en ?böcker ,ordbok,ordboks,ordboken,ordbokens,ordböcker,ordböckers,ordböckerna,ordböckernas,en,or,or,ord,ord,ok,en,bok,ken,0.3333333333333333,0.375,6,8
substrat,~et; pl. ~ ,substrat,substrats,substratet,substratets,substrat,substrats,substraten,substratens,ett,su,su,sub,sub,at,et,rat,tet,0.25,0.3,8,10
adjektiv,~et; pl. ~ ,adjektiv,adjektivs,adjektivet,adjektivets,adjektiv,adjektivs,adjektiven,adjektivens,ett,ad,ad,adj,adj,iv,et,tiv,vet,0.375,0.4,8,10
etologi,~n ,etologi,etologis,etologin,etologins,NOP,NOP,NOP,NOP,en,et,et,eto,eto,gi,in,ogi,gin,0.5714285714285714,0.5,7,8
boost,~en ~ar ,boost,boosts,boosten,boostens,boostar,boostars,boostarna,boostarnas,en,bo,bo,boo,boo,st,en,ost,ten,0.4,0.42857142857142855,5,7
år,~et; pl. ~ ,år,års,året,årets,år,års,åren,årens,ett,år,år,år,åre,år,et,år,ret,0.5,0.5,2,4
soffa,~n soffor ,soffa,soffas,soffan,soffans,soffor,soffors,sofforna,soffornas,en,so,so,sof,sof,fa,an,ffa,fan,0.4,0.3333333333333333,5,6
predikstol,~en ~ar ,predikstol,predikstols,predikstolen,predikstolens,predikstolar,predikstolars,predikstolarna,predikstolarnas,en,pr,pr,pre,pre,ol,en,tol,len,0.3,0.3333333333333333,10,12
ordlista,~n ?listor ,ordlista,ordlistas,ordlistan,ordlistans,ordlistor,ordlistors,ordlistorna,ordlistornas,en,or,or,ord,ord,ta,an,sta,tan,0.375,0.3333333333333333,8,9
miss·ion,~en ~er ,mission,missions,missionen,missionens,missioner,missioners,missionerna,missionernas,en,mi,mi,mis,mis,on,en,ion,nen,0.42857142857142855,0.4444444444444444,7,9
ordklass,~en ~er ,ordklass,ordklass,ordklassen,ordklassens,ordklasser,ordklassers,ordklasserna,ordklassernas,en,or,or,ord,ord,ss,en,ass,sen,0.25,0.3,8,10
vedervilja,~n ,vedervilja,vederviljas,vederviljan,vederviljans,NOP,NOP,NOP,NOP,en,ve,ve,ved,ved,ja,an,lja,jan,0.4,0.36363636363636365,10,11
kliv,~et; pl. ~ ,kliv,klivs,klivet,klivets,kliv,klivs,kliven,klivens,ett,kl,kl,kli,kli,iv,et,liv,vet,0.25,0.3333333333333333,4,6
livsmedel,?medlet; pl. ~,livsmedel,livsmedels,livsmedlet,livsmedlets,livsmedel,livsmedels,livsmedlen,livsmedlens,ett,li,li,liv,liv,el,et,del,let,0.3333333333333333,0.3,9,10
censor,~n ~er [?o´r?] ,censor,censors,censorn,censorns,censorer,censorers,censorerna,censorernas,en,ce,ce,cen,cen,or,rn,sor,orn,0.3333333333333333,0.2857142857142857,6,7
primadonna,~n primadonnor ,primadonna,primadonnas,primadonnan,primadonnans,primadonnor,primadonnors,primadonnorna,primadonnornas,en,pr,pr,pri,pri,na,an,nna,nan,0.4,0.36363636363636365,10,11
tum,~men; pl. ~,tum,tums,tummen,tummens,tum,tums,tummen,tummens,en,tu,tu,tum,tum,um,en,tum,men,0.3333333333333333,0.3333333333333333,3,6
kost,~en ,kost,kosts,kosten,kostens,NOP,NOP,NOP,NOP,en,ko,ko,kos,kos,st,en,ost,ten,0.25,0.3333333333333333,4,6
kollektiv,~et; pl. ~ ,kollektiv,kollektivs,kollektivet,kollektivets,kollektiv,kollektivs,kollektiven,kollektivens,ett,ko,ko,kol,kol,iv,et,tiv,vet,0.3333333333333333,0.36363636363636365,9,11
kollektiv,~et ~er ,kollektiv,kollektivs,kollektivet,kollektivets,kollektiver,kollektivers,kollektiverna,kollektivernas,ett,ko,ko,kol,kol,iv,et,tiv,vet,0.3333333333333333,0.36363636363636365,9,11
samsyn,~en ,samsyn,samsyns,samsynen,samsynens,NOP,NOP,NOP,NOP,en,sa,sa,sam,sam,yn,en,syn,nen,0.3333333333333333,0.375,6,8
rubank,~en ~ar ,rubank,rubanks,rubanken,rubankens,rubankar,rubankars,rubankarna,rubankarnas,en,ru,ru,rub,rub,nk,en,ank,ken,0.3333333333333333,0.375,6,8
verbböjning,~en ~ar ,verbböjning,verbböjnings,verbböjningen,verbböjningens,verbböjningar,verbböjningars,verbböjningarna,verbböjningarnas,en,ve,ve,ver,ver,ng,en,ing,gen,0.2727272727272727,0.3076923076923077,11,13
basalt,~en ,basalt,basalts,basalten,basaltens,NOP,NOP,NOP,NOP,en,ba,ba,bas,bas,lt,en,alt,ten,0.3333333333333333,0.375,6,8
semem,~et; pl. ~ ,semem,semems,sememet,sememets,semem,semems,sememen,sememens,ett,se,se,sem,sem,em,et,mem,met,0.4,0.42857142857142855,5,7
subjunkt·ion,~en ~er ,subjunktion,subjunktions,subjunktionen,subjunktionens,subjunktioner,subjunktioners,subjunktionerna,subjunktionernas,en,su,su,sub,sub,on,en,ion,nen,0.36363636363636365,0.38461538461538464,11,13
exempel,exemplet; pl. ~,exempel,exempels,exemplet,exemplets,exempel,exempels,exemplen,exemplens,ett,ex,ex,exe,exe,el,et,pel,let,0.42857142857142855,0.375,7,8
post,~en ~er ,post,posts,posten,postens,poster,posters,posterna,posternas,en,po,po,pos,pos,st,en,ost,ten,0.25,0.3333333333333333,4,6
tjäle,~n ,tjäle,tjäles,tjälen,tjälens,NOP,NOP,NOP,NOP,en,tj,tj,tjä,tjä,le,en,äle,len,0.4,0.3333333333333333,5,6
obstrukt·ion,~en ~er ,obstruktion,obstruktions,obstruktionen,obstruktionens,obstruktioner,obstruktioners,obstruktionerna,obstruktionernas,en,ob,ob,obs,obs,on,en,ion,nen,0.36363636363636365,0.38461538461538464,11,13
bor,~et ,bor,bors,boret,borets,NOP,NOP,NOP,NOP,ett,bo,bo,bor,bor,or,et,bor,ret,0.3333333333333333,0.4,3,5
problem,~et; pl. ~ ,problem,problems,problemet,problemets,problem,problems,problemen,problemens,ett,pr,pr,pro,pro,em,et,lem,met,0.2857142857142857,0.3333333333333333,7,9
sökande,~n; pl. ~,sökande,sökandes,sökanden,sökandens,sökande,sökandes,sökandena,sökandenas,en,sö,sö,sök,sök,de,en,nde,den,0.42857142857142855,0.375,7,8
humankapital,~et; pl. ~ ,humankapital,humankapitals,humankapitalet,humankapitalets,humankapital,humankapitals,humankapitalen,humankapitalens,ett,hu,hu,hum,hum,al,et,tal,let,0.4166666666666667,0.42857142857142855,12,14
snuva,~n snuvor ,snuva,snuvas,snuvan,snuvans,snuvor,snuvors,snuvorna,snuvornas,en,sn,sn,snu,snu,va,an,uva,van,0.4,0.3333333333333333,5,6
tanke,~n tankar ,tanke,tankes,tanken,tankens,tankar,tankars,tankarna,tankarnas,en,ta,ta,tan,tan,ke,en,nke,ken,0.4,0.3333333333333333,5,6
sejour,~en ~er ,sejour,sejours,sejouren,sejourens,sejourer,sejourers,sejourerna,sejourernas,en,se,se,sej,sej,ur,en,our,ren,0.5,0.5,6,8
telefonnummer,?numret; pl. ~,telefonnummer,telefonnummers,telefonnumret,telefonnumrets,telefonnummer,telefonnummers,telefonnumren,telefonnumrens,ett,te,te,tel,tel,er,et,mer,ret,0.38461538461538464,0.38461538461538464,13,13
anda,~n ,anda,andas,andan,andans,andanom,NOP,NOP,NOP,en,an,an,and,and,da,an,nda,dan,0.5,0.4,4,5
sagatid,~en ,sagatid,sagatids,sagatiden,sagatidens,NOP,NOP,NOP,NOP,en,sa,sa,sag,sag,id,en,tid,den,0.42857142857142855,0.4444444444444444,7,9
kondit·ion,~en ~er ,kondition,konditions,konditionen,konditionens,konditioner,konditioners,konditionerna,konditionernas,en,ko,ko,kon,kon,on,en,ion,nen,0.4444444444444444,0.45454545454545453,9,11
boll,~en ~ar ,boll,bolls,bollen,bollens,bollar,bollars,bollarna,bollarnas,en,bo,bo,bol,bol,ll,en,oll,len,0.25,0.3333333333333333,4,6
lista,~n listor ,lista,listas,listan,listans,listor,listors,listorna,listornas,en,li,li,lis,lis,ta,an,sta,tan,0.4,0.3333333333333333,5,6
men·ing,~en ~ar ,mening,menings,meningen,meningens,meningar,meningars,meningarna,meningarnas,en,me,me,men,men,ng,en,ing,gen,0.3333333333333333,0.375,6,8
koll,~en ,koll,kolls,kollen,kollens,NOP,NOP,NOP,NOP,en,ko,ko,kol,kol,ll,en,oll,len,0.25,0.3333333333333333,4,6
task,~en ~ar ,task,tasks,tasken,taskens,taskar,taskars,taskarna,taskarnas,en,ta,ta,tas,tas,sk,en,ask,ken,0.25,0.3333333333333333,4,6
självbestämmande,~t ,självbestämmande,självbestämmandes,självbestämmandet,självbestämmandets,NOP,NOP,NOP,NOP,ett,sj,sj,sjä,sjä,de,et,nde,det,0.3125,0.29411764705882354,16,17
domän,~en ~er ,domän,domäns,domänen,domänens,domäner,domäners,domänerna,domänernas,en,do,do,dom,dom,än,en,män,nen,0.4,0.42857142857142855,5,7
heder,~n ,heder,heders,hedern,hederns,NOP,NOP,NOP,NOP,en,he,he,hed,hed,er,rn,der,ern,0.4,0.3333333333333333,5,6
guldgruva,~n ?gruvor ,guldgruva,guldgruvas,guldgruvan,guldgruvans,guldgruvor,guldgruvors,guldgruvorna,guldgruvornas,en,gu,gu,gul,gul,va,an,uva,van,0.3333333333333333,0.3,9,10
samtal,~et; pl. ~ ,samtal,samtals,samtalet,samtalets,samtal,samtals,samtalen,samtalens,ett,sa,sa,sam,sam,al,et,tal,let,0.3333333333333333,0.375,6,8
sök,~et; pl. ~ ,sök,söks,söket,sökets,sök,söks,söken,sökens,ett,sö,sö,sök,sök,ök,et,sök,ket,0.3333333333333333,0.4,3,5
idioti,~n ~er ,idioti,idiotis,idiotin,idiotins,idiotier,idiotiers,idiotierna,idiotiernas,en,id,id,idi,idi,ti,in,oti,tin,0.6666666666666666,0.5714285714285714,6,7
piedestal,~en ~er ,piedestal,piedestals,piedestalen,piedestalens,piedestaler,piedestalers,piedestalerna,piedestalernas,en,pi,pi,pie,pie,al,en,tal,len,0.4444444444444444,0.45454545454545453,9,11
plural,~en ~er ,plural,plurals,pluralen,pluralens,pluraler,pluralers,pluralerna,pluralernas,en,pl,pl,plu,plu,al,en,ral,len,0.3333333333333333,0.375,6,8
suicid,~et; pl. ~ ,suicid,suicids,suicidet,suicidets,suicid,suicids,suiciden,suicidens,ett,su,su,sui,sui,id,et,cid,det,0.5,0.5,6,8
strävan,best. ~; i pl. används strävanden ,strävan,strävans,strävan,strävans,strävanden,strävandens,strävandena,strävandenas,en,st,st,str,str,an,an,van,van,0.2857142857142857,0.2857142857142857,7,7
svarande,~n; pl. ~,svarande,svarandes,svaranden,svarandens,svarande,svarandes,svarandena,svarandenas,en,sv,sv,sva,sva,de,en,nde,den,0.375,0.3333333333333333,8,9
jour,~en ~er ,jour,jours,jouren,jourens,jourer,jourers,jourerna,jourernas,en,jo,jo,jou,jou,ur,en,our,ren,0.5,0.5,4,6
musik,~en ,musik,musiks,musiken,musikens,NOP,NOP,NOP,NOP,en,mu,mu,mus,mus,ik,en,sik,ken,0.4,0.42857142857142855,5,7
stöd,~et; pl. ~ ,stöd,stöds,stödet,stödets,stöd,stöds,stöden,stödens,ett,st,st,stö,stö,öd,et,töd,det,0.25,0.3333333333333333,4,6
donator,~n ~er [?o´r?] ,donator,donators,donatorn,donatorns,donatorer,donatorers,donatorerna,donatorernas,en,do,do,don,don,or,rn,tor,orn,0.42857142857142855,0.375,7,8
sladdertacka,~n ?tackor ,sladdertacka,sladdertackas,sladdertackan,sladdertackans,sladdertackor,sladdertackors,sladdertackorna,sladdertackornas,en,sl,sl,sla,sla,ka,an,cka,kan,0.3333333333333333,0.3076923076923077,12,13
grupp,~en ~er ,grupp,grupps,gruppen,gruppens,grupper,gruppers,grupperna,gruppernas,en,gr,gr,gru,gru,pp,en,upp,pen,0.2,0.2857142857142857,5,7
